Bursa;(51. Yarış Günü);10/10/2025
6;DEĞERBİLİR KG DB SK;3y a  d;AYABAKAN;ALLI TURNAM;56 +1.50;H.ÇİZİK;RECEP KETME;F.KIRAN;13;%4.06(7);47;Ç5K1Ç5Ç9K4K5;10;16;1:39.45
7;DENİZ ADASI (Koşmaz);3y k  d;GÜRSU;ADALI KIZ;55;M.M.BİLGİN;NİMET ARİF KURTEL;A.A.ZÜMBÜLLER;3;%3.64(14);45;Ç1Ç4Ç2;13;18;
8;ELİFLİ KG DB SK;3y a  d;ÖZGÜNHAN;TANKERNECLA;55 +0.30;C.ALTUN;ALİ KAYA;A.MANTAŞ;1;%11.69(3);45;K7K2S2S5K5K3;10;17;1:38.70
9;PRENSES MEHLİKA DB;3y k  d;BOZYİĞİT;GÜLBALIM;55;O.ATMACA;YÜKSEL CELİM;İ.YAKUT;15;%1.87(10);45;K4Ç4K9Ç9Ç3K5;11;15;1:40.26
10;DEMRENİN KIZI KG K;3y k  d;TAMERİNOĞLU;DEMRE;54 +1.70;O.YILDIZ;ABDULLAH KILINÇ;V.AKBULUT;8;%11.11(4);43;Ç3Ç6Ç5K6Ç8K3;11;13;1:39.55
11;LİNAM KG SK (Koşmaz);3y a  d;AYABAKAN;GÜLRUZ;54;A.İNCİ;ALİ KAYA;A.MANTAŞ;12;%0.01(15);43;Ç3Ç1Ç4Ç4Ç2Ç0;21;16;
12;ESENYIL KG SK;3y a  d;UÇANBEY;ALTINSARISI;53,5 +1.10;B.M.MIRIK;CEMİLE AYDIN;MER.KAYA;9;%3.02(8);42;Ç6Ç3Ç1Ç0Ç5Ç1;8;20;
13;UGARIT DB SKG SK SGKR;3y k  d;GELİBOLU;ÖZBEYSULTANI;51,5 +2.00;Y.E.YÜKSEL AP;HÜSEYİN YER;F.KIRAN;2;%1.29(11);38;K6Ç4Ç4Ç1K5Ç3;8;18;1:40.41
14;SÜTLİMAN KG DB SK;3y a  d;SONALP;OLGUNSU;51,5 +1.90;C.PASO;ALİ PASO;A.MANTAŞ;5;%2.62(9);38;S9K8Ç6K3Ç1K6;10;19;1:38.68
15;PINARIN SESİ KG K DB GKR;3y k  d;DERBİŞAH;GÜLÜCÜK;51 +1.50;S.TIRPAN;SAMİ TAŞKIN;Y.TAŞKIN;7;%0.48(13);37;K7Ç8K9Ç6Ç1Ç8;47;19;1:50.20
[(8)ELİFLİ,(11)LİNAM,] eküridir.GANYAN;İKİLİ;SIRALI İKİLİ;PLASE;PLASE İKİLİ;SIRALI 5 Lİ BAHİS;TABELA BAHİS;TABELA BAHİS SIRASIZ

