İstanbul;(77. Yarış Günü);10/10/2025
1;AKSOYLUCAN KG DB;3y a  e;KÜÇÜK KAFKASLI;DURDEN;54 +1.50;M.KEÇECİ AP;BAHADIR YENİ;BET.YILDIRIM;10;%4.77(8);31;S6Ç8S8Ç5Ç9K4;74;8;
2;ALSAKİB KG SK GKR;3y a  e;GELİBOLU;CANBANU;53;Y.GÖKÇE AP;MAHMUT ZAMAN;E.KOCA;11;%0.65(13);12;S8S9Ç9S0;9;16;1:41.57
3;ATARTAY KG SK GKR;3y a  e;TAYKUT;KIYMET HANIM;57;A.KURŞUN;MEHMETAKİF KAYA;T.YILMAZ;5;%9.2(5);;Ç5;7;19;
4;BÜYÜKSULTAN KG K;3y d  e;ÖZGÜNHAN;NEVRA;57;A.SÖZEN;ESİN SULTAN KEPME;MİR.İPEK;2;%7.19(7);;Ç6Ç0;28;18;
5;ERİŞMİŞ KG GKR;3y k  e;ŞAHİNTER;ÇİNARE;57 +0.30;M.KAYA;SELİM KAYA;V.KARAKUŞ;7;%18.37(1);31;Ç5Ç8S5Ç8Ç2Ç4;14;15;
6;FİKRİ HARİKA KG DB SK;3y k  e;TAMERİNOĞLU;SİDELYA;57;A.ASLAN;H. NİSA ÜNLÜ MUTLU;S.KAYMAKLI;1;%2.23(9);12;S6Ç9K0;10;17;
7;ULU BEDEN;3y a  d;ÖZGÜNHAN;NECİBE;58;A.ÇELİK;NECDET TURAN;F.TURAN;4;%13.61(4);35;K7K4K2K3K5Ç4;14;17;
8;GÜMÜŞBİKE KG K GKR;3y d  d;ÖZGÜNHAN;CABİRE;57;G.ÖZÇELİK;ERDOĞAN ŞENOCAKLI;T.ŞİT;3;%7.86(6);32;Ç4Ç4Ç5Ç6Ç6Ç2;18;15;
9;KARBİR KG DB SK;3y d  d;AYABAKAN;PRENSES MONTANA;57;E.ÇANKAYA;MUSTAFA KAPLAN;Ö.GÜNELİ;13;%16.77(2);36;S0Ç5S5Ç2S7Ç2;14;18;1:42.75
10;BEYPAZARI GÜZELİ KG DB SK GKR;3y a  d;UFUKBİR;CANSET;53 +1.50;U.LEVENT AP;ERGÜN FIRAT;B.ŞENGEL;12;%0.5(14);12;Ç9Ç8K8Ç0S0;30;15;
11;GÖK MİLA KG K GKR;3y k  d;KURTÇABEY;BAHTIEVER;55;A.KAÇMAZ;MEHMET NAİM;V.YÜKSEL;6;%1.97(10);15;Ç7S0Ç8;14;17;
12;GÜLLÜ TAY KG DB;3y k  d;TAMERİNOĞLU;AYSEL ANA;55;A.YILDIZ;M.YAVUZ SALİHOĞLU;Y.DEMİRKIRAN;14;%14.68(3);;Ç2Ç5;14;18;
13;KOŞ KARAGÜL KOŞ KG K;3y a  d;THOR;İSYANCAN;55;B.AKÇAY;MERTCAN KARAGÜL;V.KARAKAYA;8;%1.02(12);;Ç7;7;19;
14;TAM YOL K;3y a  d;SERDÜMEN;BAMBİNO GIRL;55;E.AKTUĞ;FUAT OCAKOĞLU;T.ŞİT;9;%1.17(11);;;;20;
GANYAN;İKİLİ;SIRALI İKİLİ;PLASE;PLASE İKİLİ;SIRALI 5 Lİ BAHİS;TABELA BAHİS;TABELA BAHİS SIRASIZ

