İstanbul;(77. Yarış Günü);10/10/2025
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Son 6 Yarış;KGS;s20;EnİyiDerece
1;SİYAH PENÇE DB SKG SK;4y d  a;ÖZHABER;DENİZMERYEM;59,5;M.KEÇECİ AP;SELİM YILDIZ;R.TAŞDELEN;6;%21.55(1)  %20.75(1);67;K1K3K2S1S1K6;10;19;2:19.19
2;GÖKTUĞTAY KG;5y k  a;SİLAH;DÜŞÜMDEKİ;61;E.BOZDAĞ AP;NİMET ARİF KURTEL;B.ŞANDAN;3;%3.91(9)  %4.22(9);65;S3Ç3Ç1Ç0Ç0Ç0;68;17;2:17.86
3;TUNÇYILMAZ KG DB SK;5y a  a;UÇANBEY;BOSNALI;62,5;A.SÖZEN;CİHAN EMİL;HAK.POLAT;10 - DS;%5.3(7)  %4.91(8);64;S7S7Ç0K7Ç0Ç0;14;11;2:17.61
4;CAZGIR YAŞAR SK;4y k  a;TAMERİNOĞLU;ÖZBEYZA;59,5;A.ÇELİK;BİRKAN BORA AKARSU;MİR.İPEK;4;%14.84(3)  %14.03(3);63;Ç3Ç2Ç5Ç5K5Ç6;27;16;
5;ÖNDER KG DB;5y a  a;AYABAKAN;GÜLRUZ;59;Y.Ş.GÜMÜŞ AP;CELAL AKIL;FERH.ALTIN;1;%2.18(10)  %2.08(10);63;Ç6Ç4Ç6Ç3S9Ç6;9;10;2:22.78
6;ALATURKA DB;5y a  a;TURBO;MÜJGAN;56,5;Y.GÖKÇE AP;SERAY ÜNBAY;E.USLU;2;%6.82(6)  %7.13(6);58;S5S9S5S8S7S5;7;14;2:17.50
7;HALİD BEY KG DB;5y k  a;TURBO;BERDANGÜLÜ;57,5;G.ÖZÇELİK;CEMİL TANER;H.E.UYSAL;8;%4.93(8)  %5.22(7);54;S5Ç8S7Ç4Ç4Ç9;7;7;2:18.46
8;AKTER TAY KG DB;5y d  a;ONURKAAN;BERLİN;57;A.YILDIZ;AYHAN KARAYAKA;Ş.GÖKÇE;5;%16.86(2)  %17.49(2);53;Ç0Ç9S0K5Ç9Ç3;14;9;2:17.77
9;ESEN BATU KG DB SK GKR;5y d  a;TURBO;IŞINSOY;54;A.KAÇMAZ;HİLMİ CAN ESEN;S.MUTLU;9;%11.63(5)  %11.79(5);47;S6S1S7Ç8Ç0S4;19;16;2:18.48
10;KUMRAN HANI KG DB GKR;4y k  a;KAMAN;BOLKARIN GÜLÜ;50 +2.00;A.ASLAN;DEMİRHAN YILMAZ;S.BEKTAŞ;7;%11.98(4)  %12.37(4);36;Ç7Ç0Ç8Ç0S2S6;21;9;2:19.30
2. 6'LI GANYAN Bu koşudan başlar;5. ÇİFTE Bu koşudan başlar;GANYAN;İKİLİ;SIRALI İKİLİ

6. Kosu :   19.30;Maiden/DHÖW; 3 Yaşlı Araplar; 57.00kg; 1400m; Sentetik;;;;Rekor Derece :1.31.22
İkramiye;;;;;Yetiştirici Primi;;;;
1.)430.000 TL;2.)172.000 TL;3.)86.000 TL;4.)43.000 TL;5.)21.500 TL;1.)129.000 TL;2.)51.600 TL;3.)25.800 TL;4.)12.900 TL;5.)6.450 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Son 6 Yarış;KGS;s20;EnİyiDerece
1;KUDRETLİ KAN KG SK;3y a  g;ONURKAAN;SEVGİÇİÇEĞİ;59;A.KURŞUN;CAVİDAN KAYA ÖZASLAN;E.KAYA;4;%18.69(2)  %16.25(2);31;S2K7K3K6K5S3;9;15;1:35.15
2;ALPAYMAN KG DB SK;3y a  e;BİÇER;SERAY KIZI;53;Y.GÖKÇE AP;METE ÇELİK;E.KOCA;13 - DS;%34.66(1)  %38.81(1);33;K9Ç9S9Ç0S4S2;9;12;1:34.80
3;BELLİ BEY KG K;3y d  e;SAADIN GÜCÜ;EL HAMAME;54 +2.00;M.KEÇECİ AP;İSRAFİL FELHAN;Ö.GÜNELİ;2;%6.72(5)  %7.3(5);;Ç5;7;19;
4;ÇELİK BAŞKAN KG SK;3y a  e;SEMEND;KIZIM KÜBRA;53 +2.00;F.ÇELİK AP;MUNİR GÖKÇE;E.KOCA;10;%0.83(11)  %0.8(11);;Ç6;7;19;
5;ENGÜRÜ SKG SK;3y a  e;ŞÜKRÜ;ALARAGÜLÜ;57 +0.10;M.KAYA;İBRAHİM ENGİN;E.KARACA;12;%12.81(4)  %11.31(4);30;S0Ç9Ç5Ç4Ç3K4;10;17;
6;AL YÜREK KG K DB;3y k  d;THOR;ACELE ETME;55;B.AKÇAY;ERGÜN DİLER;Y.ÖZTAŞ;3;%1.91(9)  %1.81(9);;Ç6S7;9;18;1:37.14
7;AVRENLİ KG K DB;3y k  d;BABA MEVLÜT;UĞURUN KIZI;55;E.AKTUĞ;ÜMİT BEKMEZCİ;A.ŞIVGIN;5;%4.52(6)  %4.74(6);31;K3Ç5Ç3Ç4K9Ç0;14;15;
8;AYBARIM KG K GKR;3y a  d;AYABAKAN;HANIM EFE;55 +1.20;G.ÖZÇELİK;ERDOĞAN ŞENOCAKLI;T.ŞİT;1;%1.03(10)  %1.06(10);26;S0Ç4Ç0Ç7S6Ç0;14;14;
9;BUSE SK;3y a  d;BİÇER;AYDANARI;55;A.YILDIZ;MEHMET ÇAVUŞ;B.ŞANDAN;11;%2.25(8)  %2.29(8);;Ç5S0;9;18;1:39.78
10;EFSUNHATUN KG K;3y a  d;GELİBOLU;ŞİMŞEKBURCU;52 +2.00;E.BOZDAĞ AP;CEM KUTER;A.AVCI;8;%0.49(12)  %0.49(12);11;Ç0Ç0S0;9;17;1:42.60
11;MON NIA SK;3y k  d;ARASLI;YENİCELİ;55 +1.50;O.ÖZTÜRK;M.ÖMER NAUSHAD MA;E.USLU;6;%12.22(3)  %11.07(3);;Ç2;7;19;
12;PELŞİN KG;3y k  d;FATİH AĞA;MEDYA;55;A.KAÇMAZ;SIRAÇ DEMİR;Ö.GÜNELİ;9;%3.21(7)  %3.52(7);;Ç3S7;9;18;1:36.44
13;YAFAA SK;3y a  d;AYABAKAN;ARMAĞAN;55;A.ASLAN;M.ÖMER NAUSHAD MA;E.USLU;7;%0.66(3)  %0.56(3);;Ç6;7;19;
[(11)MON NIA,(13)YAFAA,] eküridir.2. 5'Lİ GANYAN;6. ÇİFTE Bu koşudan başlar;GANYAN;İKİLİ;SIRALI İKİLİ;ÜÇLÜ BAHİS;PLASE;PLASE İKİLİ;SIRALI 5 Lİ BAHİS

7. Kosu :  BYERLEY TURK KOŞUSU 20.00;G 1; 3 ve Yukarı İngilizler; 56.50kg; 60.00 kg; 60.00 kg; 2000m; Sentetik;;;;Rekor Derece :2.00.81
İkramiye;;;;;Yetiştirici Primi;;;;
1.)3.500.000 TL;2.)1.400.000 TL;3.)700.000 TL;4.)350.000 TL;5.)175.000 TL;1.)1.050.000 TL;2.)420.000 TL;3.)210.000 TL;4.)105.000 TL;5.)52.500 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Son 6 Yarış;KGS;s20;EnİyiDerece
1;AL TAN DB SK;4y a  a;LUXOR;NO MORE STRIKE;60;G.KOCAKAYA;NEDİM KİSBU;M.ÖZ;9 - DS;%14.57(3);106;Ç6S4Ç1Ç5Ç2Ç3;12;20;
2;ATTALOS KG K DB;4y d  a;APPROVE (IRE);ŞİRİN HANIM;60;Ö.YILDIRIM;SEMA ORHAN;S.BEKTAŞ;8 - DS;%13.81(4);101;S1S1S1S3K7S2;34;17;2:02.20
3;CAPTAIN FANTASTIC DB SKG SK;6y d  a;MSHAWISH (USA);RAHAF (USA);60;A.YILDIZ;SEMA ULAŞ;ON.ÖZELCANAT;6;%8.83(6);105;S3S9S4S2K3S1;34;20;2:02.74
4;KOCA SEYİD KG SK;8y d  a;SMART ROBIN (JPN);RED BIRD;60;A.ÇELİK;MEHMET ÇAVUŞ;B.ŞANDAN;2;%3.77(7);101;S1S2S1S6S0S3;21;20;2:01.90
5;RIDE THE LIGHTNING DB SK;4y d  a;TOROK (IRE);INVINCIBLE ROCK;60;M.KAYA;MUSTAFA YILMAZ;V.KARAKUŞ;3;%2.24(10);104;Ç1Ç1Ç2Ç3Ç5Ç8;12;20;2:03.32
6;VINCITORE DB BB;7y d  a;VICTORY GALLOP (CAN);ELEVATO;60;A.SÖZEN;NECATİ DEMİRKOL;Z.GÜNELİ;4;%2.85(9);107;S4S7Ç7S1S3S9;34;20;2:01.02
